track_name,artist_name,album_name,release_date,popularity,duration_minutes,track_url
Not Like Us,Kendrick Lamar,Not Like Us,2024-05-04,96,4.569866666666667,https://open.spotify.com/track/6AI3ezQ4o3HUoP6Dhudph3
